Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Factor Value[Substrate Type]	Protocol REF	Parameter Value[Growth Time]	Unit	Term Source REF	Term Accession Number	Parameter Value[soil environment exposure]	Unit	Term Source REF	Term Accession Number	Parameter Value[mean growth temperature]	Unit	Term Source REF	Term Accession Number	Parameter Value[container]	Parameter Value[light source]	Parameter Value[light intensity]	Unit	Term Source REF	Term Accession Number	Parameter Value[watering schedule]	Parameter Value[relative humidity]	Unit	Term Source REF	Term Accession Number	Parameter Value[Number of seeds germinated (out of 5 total)]	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[gravity treatment]	Term Source REF	Term Accession Number	Parameter Value[pH]	Parameter Value[Plant Height]	Unit	Term Source REF	Term Accession Number	Parameter Value[Plant Biomass]	Unit	Term Source REF	Term Accession Number	Parameter Value[leaf area]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[pH]	Term Source REF	Term Accession Number	Parameter Value[Aluminum]	Unit	Term Source REF	Term Accession Number	Parameter Value[Nitrogen]	Unit	Term Source REF	Term Accession Number	Parameter Value[Carbon]	Unit	Term Source REF	Term Accession Number	Parameter Value[Cation Exchange Capacity]	Unit	Term Source REF	Term Accession Number	Parameter Value[Calcium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Copper]	Unit	Term Source REF	Term Accession Number	Parameter Value[Magnesium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Manganese]	Unit	Term Source REF	Term Accession Number	Parameter Value[Sodium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Phosphorus]	Unit	Term Source REF	Term Accession Number	Parameter Value[Nitrates]	Unit	Term Source REF	Term Accession Number	Parameter Value[ammonium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Potassium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Zinc]	Unit	Term Source REF	Term Accession Number	Parameter Value[Iron]	Unit	Term Source REF	Term Accession Number	Parameter Value[soil organic matter]	Unit	Term Source REF	Term Accession Number	Parameter Value[Sand]	Unit	Term Source REF	Term Accession Number	Parameter Value[silt]	Unit	Term Source REF	Term Accession Number	Parameter Value[Clay]	Unit	Term Source REF	Term Accession Number
B1R7	B1R7	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% Perlite (control)	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	5	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8.7	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8.7			Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1.16	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
B2R7	B2R7	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% Perlite (control)	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8.7	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8.7			Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1.16	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
B3R7	B3R7	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% Perlite (control)	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8.7	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8.7			Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1.16	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
B1R8	B1R8	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	50% Simulant / 50% Perlite	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	0	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			7.9	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	7.9			Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4.3	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
B2R8	B2R8	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	50% Simulant / 50% Perlite	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	0	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			7.9	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	7.9			Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4.3	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
B3R8	B3R8	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	50% Simulant / 50% Perlite	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	0	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			7.9	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	7.9			Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4.3	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
B1R9	B1R9	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	Topsoil-Vermiculite-Perlite Mixture	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			7.7	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	7.7			0.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.48	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	19.8	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	3377.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	656.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	11.8	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	77.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	380	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	29.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	5.1	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1788.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	72	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
B2R9	B2R9	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	Topsoil-Vermiculite-Perlite Mixture	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			7.7	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	7.7			0.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.48	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	19.8	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	3377.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	656.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	11.8	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	77.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	380	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	29.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	5.1	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1788.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	72	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
B3R9	B3R9	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	Topsoil-Vermiculite-Perlite Mixture	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	5	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			7.7	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	7.7			0.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.48	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	19.8	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	3377.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	656.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	11.8	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	77.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	380	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	29.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	5.1	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1788.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	72	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
B1P7	B1P7	Capsicum annuum	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4072	Chimayo	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% Perlite (control)	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	5	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8.7	Not Available	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	Not Available	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	Not Available	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8.7			Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1.16	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
