Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Host Organism]	Term Source REF	Term Accession Number	Characteristics[Host Strain]	Characteristics[Animal Source]	Characteristics[Genotype]	Term Source REF	Term Accession Number	Characteristics[Sex]	Term Source REF	Term Accession Number	Factor Value[Age]	Unit	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Duration]	Unit	Term Source REF	Term Accession Number	Factor Value[Euthanasia Location]	Factor Value[Dissection Condition]	Characteristics[Material Type]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Diet]	Parameter Value[Feeding Schedule]	Parameter Value[light cycle]	Parameter Value[habitat]	Parameter Value[Enrichment material]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Euthanasia Method]	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number	Comment[RFID]	Comment[Time between landing to euthanasia (day)]	Parameter Value[Carcass Preservation Method]	Comment[ALSDA Biospecimen ID]
FL_ISS_10	RRRM1_FCS_FLT_ISS-T_YNG_FI10	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A357226	Not Applicable	MELFI	115734
FL_ISS_11	RRRM1_FCS_FLT_ISS-T_OLD_FI11	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A320764	Not Applicable	MELFI	115733
FL_ISS_12	RRRM1_FCS_FLT_ISS-T_OLD_FI12	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A181204	Not Applicable	MELFI	115732
FL_ISS_13	RRRM1_FCS_FLT_ISS-T_OLD_FI13	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E282D3942	Not Applicable	MELFI	115731
FL_ISS_14	RRRM1_FCS_FLT_ISS-T_OLD_FI14	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A443A17	Not Applicable	MELFI	115730
FL_ISS_15	RRRM1_FCS_FLT_ISS-T_OLD_FI15	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E271D4633	Not Applicable	MELFI	115729
FL_ISS_16	RRRM1_FCS_FLT_ISS-T_OLD_FI16	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E29102009	Not Applicable	MELFI	115728
FL_ISS_17	RRRM1_FCS_FLT_ISS-T_OLD_FI17	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E28410912	Not Applicable	MELFI	115727
FL_ISS_18	RRRM1_FCS_FLT_ISS-T_OLD_FI18	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E27037C6C	Not Applicable	MELFI	115726
FL_ISS_19	RRRM1_FCS_FLT_ISS-T_OLD_FI19	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2700057E	Not Applicable	MELFI	115725
FL_ISS_20	RRRM1_FCS_FLT_ISS-T_OLD_FI20	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A43776E	Not Applicable	MELFI	115724
FL_LAR_01	RRRM1_FCS_FLT_LAR_YNG_FL1	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2728607D	2	Not Applicable	61232
FL_LAR_02	RRRM1_FCS_FLT_LAR_YNG_FL2	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B205001	2	Not Applicable	61233
FL_LAR_03	RRRM1_FCS_FLT_LAR_OLD_FL3	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E276A3248	2	Not Applicable	61234
FL_LAR_04	RRRM1_FCS_FLT_LAR_OLD_FL4	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A7A2C00	2	Not Applicable	61235
FL_LAR_05	RRRM1_FCS_FLT_LAR_YNG_FL5	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E27077A4E	2	Not Applicable	61236
FL_LAR_06	RRRM1_FCS_FLT_LAR_YNG_FL6	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2964201F	2	Not Applicable	61237
FL_LAR_07	RRRM1_FCS_FLT_LAR_OLD_FL7	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E292A2C1E	2	Not Applicable	61238
FL_LAR_08	RRRM1_FCS_FLT_LAR_OLD_FL8	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A597B6E	2	Not Applicable	61239
FL_LAR_11	RRRM1_FCS_FLT_LAR_OLD_FL11	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E29131629	2	Not Applicable	61240
FL_LAR_12	RRRM1_FCS_FLT_LAR_OLD_FL12	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E27600C6D	2	Not Applicable	61241
FL_LAR_13	RRRM1_FCS_FLT_LAR_YNG_FL13	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2874240D	2	Not Applicable	61242
FL_LAR_14	RRRM1_FCS_FLT_LAR_YNG_FL14	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E284C6C1E	2	Not Applicable	61243
