Sample Name	Protocol REF	Extract Name	Parameter Value[QA Assay]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Parameter Value[QA Instrument]	Parameter Value[gDNA fragment size]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Library QA Instrument]	Parameter Value[Library QA Assay]	Parameter Value[Fragment Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Library Batch Number]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Base Caller]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[Human Reads Removed]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Host Contamination]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[MultiQC File Names]
RRRM1_FCS_FLT_ISS-T_YNG_FI8	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_YNG_FI8	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12995	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	600	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_YNG_FI8_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_YNG_FI8_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9524002	read	SO	http://purl.obolibrary.org/obo/SO_0000150	22.37	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	77.17	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_YNG_FI9	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_YNG_FI9	Agilent gDNA ScreenTape Assay	7.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	15756	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	572	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_YNG_FI9_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_YNG_FI9_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9521823	read	SO	http://purl.obolibrary.org/obo/SO_0000150	26.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	92.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_YNG_FI10	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_YNG_FI10	Agilent gDNA ScreenTape Assay	6.2	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10349	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	626	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_YNG_FI10_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_YNG_FI10_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11950930	read	SO	http://purl.obolibrary.org/obo/SO_0000150	24.14	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	90.22	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI11	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI11	Agilent gDNA ScreenTape Assay	7.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	16347	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	628	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI11_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI11_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11372165	read	SO	http://purl.obolibrary.org/obo/SO_0000150	27.79	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	98.45	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI12	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI12	Agilent gDNA ScreenTape Assay	7.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	16550	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	686	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI12_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI12_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11783571	read	SO	http://purl.obolibrary.org/obo/SO_0000150	24.38	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	77.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI13	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI13	Agilent gDNA ScreenTape Assay	5.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	8168	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	629	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI13_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI13_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13088698	read	SO	http://purl.obolibrary.org/obo/SO_0000150	8.68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	16.52	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI14	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI14	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10800	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	663	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI14_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI14_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11628645	read	SO	http://purl.obolibrary.org/obo/SO_0000150	17.4	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	50.23	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI15	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI15	Agilent gDNA ScreenTape Assay	7.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14311	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	564	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI15_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI15_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9256314	read	SO	http://purl.obolibrary.org/obo/SO_0000150	25.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	92	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI16	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI16	Agilent gDNA ScreenTape Assay	7.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14904	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	627	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI16_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI16_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9473086	read	SO	http://purl.obolibrary.org/obo/SO_0000150	24.27	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	81.39	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI17	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI17	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13475	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	676	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI17_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI17_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14069608	read	SO	http://purl.obolibrary.org/obo/SO_0000150	6.45	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	14.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI18	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI18	Agilent gDNA ScreenTape Assay	6.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	15170	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	593	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI18_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI18_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10822530	read	SO	http://purl.obolibrary.org/obo/SO_0000150	20.26	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	59.7	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI19	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI19	Agilent gDNA ScreenTape Assay	7.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	15460	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	596	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI19_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI19_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11962493	read	SO	http://purl.obolibrary.org/obo/SO_0000150	26.52	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	92.19	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_ISS-T_OLD_FI20	Nucleic Acid Extraction	RRRM1_FCS_FLT_ISS-T_OLD_FI20	Agilent gDNA ScreenTape Assay	7.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	15402	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	706	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI20_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_ISS-T_OLD_FI20_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10339435	read	SO	http://purl.obolibrary.org/obo/SO_0000150	23.24	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	70.62	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_YNG_FL1	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_YNG_FL1	Agilent gDNA ScreenTape Assay	6.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	9260	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	612	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL1_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL1_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10325977	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.62	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	3.79	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_YNG_FL2	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_YNG_FL2	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11067	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	654	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL2_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL2_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13702080	read	SO	http://purl.obolibrary.org/obo/SO_0000150	3.83	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	3.22	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_OLD_FL3	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_OLD_FL3	Agilent gDNA ScreenTape Assay	7.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12833	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	618	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL3_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL3_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11618530	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.51	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	4.75	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_OLD_FL4	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_OLD_FL4	Agilent gDNA ScreenTape Assay	6.2	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13899	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	583	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL4_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL4_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14368413	read	SO	http://purl.obolibrary.org/obo/SO_0000150	9.38	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	17.22	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_YNG_FL5	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_YNG_FL5	Agilent gDNA ScreenTape Assay	6.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	18105	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	639	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL5_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL5_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9251949	read	SO	http://purl.obolibrary.org/obo/SO_0000150	10.63	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	21.36	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_YNG_FL6	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_YNG_FL6	Agilent gDNA ScreenTape Assay	6.2	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	16350	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	564	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL6_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL6_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13780863	read	SO	http://purl.obolibrary.org/obo/SO_0000150	12.77	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	4.44	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_OLD_FL7	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_OLD_FL7	Agilent gDNA ScreenTape Assay	6.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11625	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	619	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL7_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL7_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14448818	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.81	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	4.28	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_OLD_FL8	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_OLD_FL8	Agilent gDNA ScreenTape Assay	7.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13248	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	668	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL8_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL8_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10606995	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.61	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.38	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_OLD_FL11	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_OLD_FL11	Agilent gDNA ScreenTape Assay	6.9	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10816	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	659	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL11_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL11_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11959053	read	SO	http://purl.obolibrary.org/obo/SO_0000150	7.74	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	15.82	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
